🇨🇳｜看直播说明,#genre#
京视剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226242/index.m3u8
家庭理财,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226244/index.m3u8
奕坦春秋,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226245/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8

💫｜️星驰经典,#genre#
功夫,https://hnzy.bfvvs.com/play/lej5zYdj/index.m3u8
少林足球,https://hnzy.bfvvs.com/play/5eVn19eE/index.m3u8
大话西游之宝盒,https://hnzy.bfvvs.com/play/yb8qRLdv/index.m3u8#https://hnzy.bfvvs.com/play/Pdyr3ReQ/index.m3u8
大话西游之娶亲,https://hnzy.bfvvs.com/play/DbDR3qel/index.m3u8#https://hnzy.bfvvs.com/play/Rb48MnbB/index.m3u8
九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
百变星君,https://hnzy.bfvvs.com/play/Pdy7yEaQ/index.m3u8#https://hnzy.bfvvs.com/play/yb8WDgav/index.m3u8
武状元苏乞儿,https://hnzy.bfvvs.com/play/5eVJ0MeE/index.m3u8
长江七号,https://hnzy.bfvvs.com/play/1aKrOKGe/index.m3u8
逃学威龙,https://hnzy.bfvvs.com/play/YerYOWdO/index.m3u8
逃学威龙2,https://alimov2.a.kwimgs.com/upic/2021/12/28/16/BMjAyMTEyMjgxNjUxMzhfNDAzMDAxOTlfNjM2ODQ1ODYxNzhfMF8z_b_Ba5bdfedb34d432e906dbc401975d5387.mp4#https://hnzy.bfvvs.com/play/Rb49MkdB/index.m3u8#https://hnzy.bfvvs.com/play/PdymLgdQ/index.m3u8
逃学威龙3,https://hnzy.bfvvs.com/play/5eVZ7zeE/index.m3u8
食神,https://hnzy.bfvvs.com/play/5eVNkveE/index.m3u8
鹿鼎记,https://hnzy.bfvvs.com/play/PdyrY6eQ/index.m3u8
鹿鼎记2之神龙教,https://hnzy.bfvvs.com/play/1aKvlxeQ/index.m3u8#https://ukzy.ukubf4.com/20220404/gfSdtuvX/index.m3u8
千王之王,https://hnzy.bfvvs.com/play/DbDvWnel/index.m3u8
97家有喜事,https://ukzy.ukubf4.com/20220407/Ue4rNnif/index.m3u8
雌雄双辣,https://hnzy.bfvvs.com/play/QeZVR6ep/index.m3u8
审死官,https://ukzy.ukubf4.com/20220407/OxgWrcNR/index.m3u8
望夫成龙,https://hnzy.bfvvs.com/play/YaOEOQdx/index.m3u8#https://hnzy.bfvvs.com/play/QeZw58ap/index.m3u8
济公,https://hnzy.bfvvs.com/play/DbDZxyel/index.m3u8

🎞️｜️影视轮播,#genre#
士兵突击,http://tx.flv.huya.com/src/1394575555-1394575555-5989656400526049280-2789274566-10057-A-0-1.flv?wsSecret=c35ee2ffbce3046c8e49f60139979208&wsTime=61c072a8&uid=581998485&seqid=1640520616000.0&t=103&uuid=3032381390&ver=1&ctype=tars_mobile&sv=2110211124&ratio=2000#https://epg.112114.xyz/huya/11342430
地下交通站,http://tx.flv.huya.com/src/1250011-1250011-5368756364640256-2789274572-10057-A-0-1.flv?wsSecret=e0e885fb33da8bcaef2f7098bb5ff23f&wsTime=61c072a4&uid=581998485&seqid=1640520620000.0&t=103&uuid=3036094092&ver=1&ctype=tars_mobile&sv=2110211124&ratio=2000#https://epg.112114.xyz/huya/11342433
康熙微服私访记,http://tx.flv.huya.com/src/1250011-1250011-5368756364640256-2789274536-10057-A-0-1.flv?wsSecret=ea31e98767cb86af25e5a8195a41226c&wsTime=61c07294&uid=581998485&seqid=1640520618000.0&t=103&uuid=3033579190&ver=1&ctype=tars_mobile&sv=2110211124&ratio=2000
笑傲江湖,http://epg.112114.xyz/huya/11352937
恐怖电影2,http://epg.112114.xyz/douyu/310926
丧尸鬼片恐怖惊悚,http://epg.112114.xyz/douyu/96577
功夫片,http://epg.112114.xyz/huya/11352941
周星驰,https://epg.112114.xyz/huya/11342412
港台电影,https://epg.112114.xyz/huya/880261
欧美娱乐,https://epg.112114.xyz/huya/21059574
铁齿铜牙纪晓岚,https://epg.112114.xyz/huya/11342396
极限挑战,https://epg.112114.xyz/huya/11352914
庆余年,https://epg.112114.xyz/huya/11352960
陈翔六点半,https://epg.112114.xyz/huya/11274154
成龙,https://epg.112114.xyz/huya/11342386
爱情公寓,https://epg.112114.xyz/huya/11336726
雍正王朝,https://epg.112114.xyz/huya/11342439
神探狄仁杰,https://epg.112114.xyz/huya/11352958
恐怖电影找力哥,https://epg.112114.xyz/huya/23419131
新水浒,https://epg.112114.xyz/huya/11342384
龙门镖局,https://epg.112114.xyz/huya/11352874
网球王子,https://epg.112114.xyz/huya/11352882
康熙王朝,https://epg.112114.xyz/huya/11352940
康熙微服私访,https://epg.112114.xyz/huya/11342418
科幻电影,https://epg.112114.xyz/huya/11602034
杰森·斯坦森,https://epg.112114.xyz/huya/21059588
父母爱情,https://epg.112114.xyz/huya/11602071
红海行动,https://epg.112114.xyz/huya/11601986
麻雀,https://epg.112114.xyz/huya/11352881
封神演义,https://epg.112114.xyz/huya/19524135
小品,https://epg.112114.xyz/huya/11352938
周润发,https://epg.112114.xyz/huya/11342387
朱雀青龙,https://epg.112114.xyz/huya/11352905
杨幂扮演王昭君出塞,https://epg.112114.xyz/huya/11352910
神貂侠侣,https://epg.112114.xyz/huya/11352964
小鲤鱼,https://epg.112114.xyz/huya/11601961
中华小当家,https://epg.112114.xyz/huya/11342413
7分钟看完科幻,https://epg.112114.xyz/huya/17105786
警匪,https://epg.112114.xyz/huya/11352886
权力的游戏,https://epg.112114.xyz/huya/17943364
百鸟朝凤,https://epg.112114.xyz/huya/15894162
猫和老鼠,https://epg.112114.xyz/huya/11352879
旋风球技,https://epg.112114.xyz/huya/11342400
海贼王15,https://epg.112114.xyz/huya/17941367
吐槽大会,https://epg.112114.xyz/huya/11342422
大秦帝国,https://epg.112114.xyz/huya/11602074
黑帮斗争,https://epg.112114.xyz/huya/11342419
笑傲帮,https://epg.112114.xyz/huya/11352908
火影忍者,https://epg.112114.xyz/huya/20236200
军事武器分析,https://epg.112114.xyz/huya/15824466
小川电影解说,https://epg.112114.xyz/huya/15870999
医馆笑传,https://epg.112114.xyz/huya/11352891
经典好片,https://epg.112114.xyz/huya/11342427
开心快乐就完事了,https://epg.112114.xyz/huya/11342388
黄金配角廖启智,https://epg.112114.xyz/huya/21059562
中国功夫,https://epg.112114.xyz/huya/11352941
高分电影,https://epg.112114.xyz/huya/16615910
美食纪录片,https://epg.112114.xyz/huya/11352955
邓超,https://epg.112114.xyz/huya/11336592
经典影片,https://epg.112114.xyz/huya/15267139
经典喜剧片,https://epg.112114.xyz/huya/11352894
X档案,https://epg.112114.xyz/huya/20045465
影片欣赏,https://epg.112114.xyz/huya/20695907
徐峥,https://epg.112114.xyz/huya/11602043
电影笔记,https://epg.112114.xyz/huya/16920222
异形世界,https://epg.112114.xyz/huya/21059577
6分钟看惊悚恐怖片,https://epg.112114.xyz/huya/15494057
速看,https://epg.112114.xyz/huya/16868935
速看美剧,https://epg.112114.xyz/huya/17204307
林正英,https://epg.112114.xyz/huya/21388479#http://al.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv?wsSecret=34703f099ef2c4cf7408aa5aabf37815&wsTime=62f37b20&u=0&seqid=16600375360726170&ctype=tars_mp&txyp=o%3Awx91%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&exsphd=264_500
沫漾电影,https://epg.112114.xyz/huya/15556391
进来看看电影,https://epg.112114.xyz/huya/24376361
母亲为爱展开复仇,https://epg.112114.xyz/huya/16626185
捉妖记,https://epg.112114.xyz/huya/11342414
欧美电影,https://epg.112114.xyz/huya/21059581
天雷滚滚,https://epg.112114.xyz/huya/11352945
港剧经典,https://epg.112114.xyz/huya/11352965
喜剧专场,https://epg.112114.xyz/huya/11602044
浓浓当年情,https://epg.112114.xyz/huya/11602065
情深深雨濛濛,https://epg.112114.xyz/huya/11352885
金庸的武侠世界,https://epg.112114.xyz/huya/11342435
天龙八部,https://epg.112114.xyz/huya/11602041
魔法世界,https://epg.112114.xyz/huya/21059580
许氏三杰,https://epg.112114.xyz/huya/11602033
精忠岳飞南征北战,https://epg.112114.xyz/huya/11336578
中国西部刑侦大案纪实,https://epg.112114.xyz/huya/11601972
孙悟空,https://epg.112114.xyz/huya/11342395
三国鼎立,https://epg.112114.xyz/huya/11602077
歪果仁的动作片子,https://epg.112114.xyz/huya/21059552
冯小刚合集,https://epg.112114.xyz/huya/11352906
命案十三宗,https://epg.112114.xyz/huya/11601981
令狐冲&东方不败,https://epg.112114.xyz/huya/11601962
关灯看大片,https://epg.112114.xyz/huya/16135863
黄渤,https://epg.112114.xyz/huya/11352876
喜剧合家欢,https://epg.112114.xyz/huya/11352877
甄嬛传,https://epg.112114.xyz/huya/11601971
篮qiu火,https://epg.112114.xyz/huya/21059558
刘德华,http://al.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv?wsSecret=a881c0a0a9a25574ccf1e0243ae557fd&wsTime=62f3b3aa&u=0&seqid=16600520102554650&ctype=tars_mp&txyp=o%3Az16%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=102
厨神小当家,https://epg.112114.xyz/huya/24257300

🏜｜️埋堆堆区,#genre#
埋堆堆3,http://43.128.40.42:198/虎牙直播/huya.php?id=23865152
埋堆堆5,http://43.128.40.42:198/虎牙直播/huya.php?id=23740156
埋堆堆8,http://43.128.40.42:198/虎牙直播/huya.php?id=23865058
埋堆堆9,http://43.128.40.42:198/虎牙直播/huya.php?id=23734183
埋堆堆11,http://43.128.40.42:198/虎牙直播/huya.php?id=23865036
埋堆堆23,http://43.128.40.42:198/虎牙直播/huya.php?id=23734246
埋堆堆28,http://43.128.40.42:198/虎牙直播/huya.php?id=23863796
埋堆堆30,http://43.128.40.42:198/虎牙直播/huya.php?id=23749083
埋堆堆38,http://43.128.40.42:198/虎牙直播/huya.php?id=23824164
埋堆堆42,http://43.128.40.42:198/虎牙直播/huya.php?id=23863804
埋堆堆47,http://43.128.40.42:198/虎牙直播/huya.php?id=23865142
埋堆堆49,http://43.128.40.42:198/虎牙直播/huya.php?id=23903183
埋堆堆54,http://43.128.40.42:198/虎牙直播/huya.php?id=23903130
埋堆堆56,http://43.128.40.42:198/虎牙直播/huya.php?id=23734169
埋堆堆61,http://43.128.40.42:198/虎牙直播/huya.php?id=23728674

🐟｜️斗鱼直播,#genre#
真实案件,http://epg.112114.xyz/douyu/8413092
奇异事件,http://epg.112114.xyz/douyu/6725858
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
贝爷影厅1,http://epg.112114.xyz/douyu/252802
贝爷影厅2,http://epg.112114.xyz/douyu/36337#http://maomao.kandiantv.cn/douyu1.php?id=36337
可乐电影,http://epg.112114.xyz/douyu/20415
60帧影院,http://epg.112114.xyz/douyu/323876
原画FPS,http://epg.112114.xyz/douyu/431460
邵氏影院,http://epg.112114.xyz/douyu/4246519#http://maomao.kandiantv.cn/douyu1.php?id=4246519
MV音乐,http://epg.112114.xyz/douyu/3870925#http://zzy789.xyz/douyu1.php?id=3870925
点歌台,http://epg.112114.xyz/douyu/3186217#http://zzy789.xyz/douyu1.php?id=3186217
神剧剧场,http://epg.112114.xyz/douyu/3700024
科幻解说,http://epg.112114.xyz/douyu/3508304
电影解说1,http://epg.112114.xyz/douyu/2758565
电影解说2,http://epg.112114.xyz/douyu/3194372
豆瓣电影,http://epg.112114.xyz/douyu/8770422
译制电影,http://epg.112114.xyz/douyu/2436390
林正英,http://epg.112114.xyz/douyu/2935323#http://epg.112114.xyz/douyu/218859
老版三国演义,http://epg.112114.xyz/douyu/7459925
电影讲解,http://epg.112114.xyz/douyu/1979257
开心锤锤,http://epg.112114.xyz/douyu/9018297#http://maomao.kandiantv.cn/douyu1.php?id=9018297
吟笑扒片,http://epg.112114.xyz/douyu/2987100
橙子影视,http://epg.112114.xyz/douyu/4549169
恐怖电影讲解,http://epg.112114.xyz/douyu/8867878
经典武侠,http://epg.112114.xyz/douyu/7655471
港片1,http://epg.112114.xyz/douyu/4290711
斗鱼電影1,http://epg.112114.xyz/douyu/6566671
斗鱼電影2,http://epg.112114.xyz/douyu/8475821
港片2,http://epg.112114.xyz/douyu/338759
斗鱼電影3,http://epg.112114.xyz/douyu/2793084#http://epg.112114.xyz/douyu/413573
鸡哥说电影,http://epg.112114.xyz/douyu/5067952
爱情公寓,http://epg.112114.xyz/douyu/7256376#http://epg.112114.xyz/douyu/6863367
经典影视剧1,http://epg.112114.xyz/douyu/7476264
经典影视剧2,http://epg.112114.xyz/douyu/7623292
龙珠,http://epg.112114.xyz/douyu/426517
影视解说1,http://epg.112114.xyz/douyu/8799435
小片说大片,http://epg.112114.xyz/douyu/4258555
谁语说电影,http://epg.112114.xyz/douyu/8705754
海绵宝宝,http://epg.112114.xyz/douyu/7528160
演唱会,http://epg.112114.xyz/douyu/7537296
港片电视剧1,http://epg.112114.xyz/douyu/5522351
解说影视剧,http://epg.112114.xyz/douyu/562225
培根唠嗑解说,http://epg.112114.xyz/douyu/5354713
电影解说22,http://epg.112114.xyz/douyu/3485629
斗鱼电影130,http://epg.112114.xyz/douyu/8014467
经典影视剧5,http://epg.112114.xyz/douyu/1274132
经典影视剧4,http://epg.112114.xyz/douyu/6582435
名侦探柯南2,http://epg.112114.xyz/douyu/7620081
中二日记搞笑,http://epg.112114.xyz/douyu/9505575
大星与海绵方块,http://epg.112114.xyz/douyu/3949681
柯南,http://epg.112114.xyz/douyu/6484910
柯南2,http://epg.112114.xyz/douyu/1783144
柯南3,http://epg.112114.xyz/douyu/7050342
海贼团的直播间,http://epg.112114.xyz/douyu/997925
马飞影桑原,http://epg.112114.xyz/douyu/9938431
名侦探柯南,http://epg.112114.xyz/douyu/1487654
动漫热血忍者路飞,http://epg.112114.xyz/douyu/206858
卡面来打,http://epg.112114.xyz/douyu/1218414
动漫推荐官方直播间,http://epg.112114.xyz/douyu/5187099
铁头与橘子,http://epg.112114.xyz/douyu/9450942
贝爷科幻动作经典喜剧,http://epg.112114.xyz/douyu/4332
点播模式-24H欢乐不断,http://epg.112114.xyz/douyu/131977
回首往事仨房间画面,http://epg.112114.xyz/douyu/1569773
动漫热血老贼冒险,http://epg.112114.xyz/douyu/6610883
特辑影院,http://epg.112114.xyz/douyu/3637778#http://maomao.kandiantv.cn/douyu1.php?id=3637778
霍格影片,http://epg.112114.xyz/douyu/8814650#http://maomao.kandiantv.cn/douyu1.php?id=8814650
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
救救小鸭吧,http://epg.112114.xyz/douyu/7925840
菜园小饼,http://epg.112114.xyz/douyu/7701735
肖胜350,http://epg.112114.xyz/douyu/7338853
粤语电影,http://epg.112114.xyz/douyu/1226741#http://maomao.kandiantv.cn/douyu1.php?id=6566671
港电影院,http://epg.112114.xyz/douyu/9826611
蒲蚂蚱,http://epg.112114.xyz/douyu/6079455
小饼,http://epg.112114.xyz/douyu/1735337
冰冰,http://epg.112114.xyz/douyu/74374
小鸽陪看,http://epg.112114.xyz/douyu/3928
清晰林正英,http://epg.112114.xyz/douyu/7356023
邦德,http://epg.112114.xyz/douyu/9292499
喜剧电影,http://epg.112114.xyz/douyu/9292492#http://maomao.kandiantv.cn/douyu1.php?id=9292492
鱼宝好困,http://epg.112114.xyz/douyu/1165374
千部经典,http://epg.112114.xyz/douyu/7882691
麓山迷踪,http://epg.112114.xyz/douyu/4505431
国产青春,http://epg.112114.xyz/douyu/5423
刘德华,http://epg.112114.xyz/douyu/2516864
粤语综艺,http://epg.112114.xyz/douyu/7919720
华语经典,http://epg.112114.xyz/douyu/434971
鬼片恐怖惊悚,http://maomao.kandiantv.cn/douyu1.php?id=2935323
恐怖故事,http://maomao.kandiantv.cn/douyu1.php?id=2337939
科幻动作,http://maomao.kandiantv.cn/douyu1.php?id=4332
怡寳影院,http://maomao.kandiantv.cn/douyu1.php?id=434971
神乐影院,http://maomao.kandiantv.cn/douyu1.php?id=85894
苹果影院,http://maomao.kandiantv.cn/douyu1.php?id=2793084
午夜故事,http://maomao.kandiantv.cn/douyu1.php?id=8722254
桃花影院,http://maomao.kandiantv.cn/douyu1.php?id=7305938
贝贝影院,http://maomao.kandiantv.cn/douyu1.php?id=431460
译制国语,http://maomao.kandiantv.cn/douyu1.php?id=2436390
蚂蚱影院,http://maomao.kandiantv.cn/douyu1.php?id=6079455
纪录片,http://maomao.kandiantv.cn/douyu1.php?id=4360438
贝爷求生,http://maomao.kandiantv.cn/douyu1.php?id=454867
野外生存,http://maomao.kandiantv.cn/douyu1.php?id=1339207
经典港剧,http://maomao.kandiantv.cn/douyu1.php?id=4549169
胡八一,http://maomao.kandiantv.cn/douyu1.php?id=7701735
小宇影院,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖丧尸鬼片,http://maomao.kandiantv.cn/douyu1.php?id=263824
表妹影院,http://maomao.kandiantv.cn/douyu1.php?id=5423
荒野建造者,http://maomao.kandiantv.cn/douyu1.php?id=9611578
邦德影院,http://maomao.kandiantv.cn/douyu1.php?id=9292499
可乐影院,http://maomao.kandiantv.cn/douyu1.php?id=20415
贝爷影院,http://maomao.kandiantv.cn/douyu1.php?id=252802
惊悚影院,http://maomao.kandiantv.cn/douyu1.php?id=96577
漫威影片,http://maomao.kandiantv.cn/douyu1.php?id=6140589
刘德华电影1,http://maomao.kandiantv.cn/douyu1.php?id=2516864
豆瓣高分,http://maomao.kandiantv.cn/douyu1.php?id=8770422
林正英电影2,http://maomao.kandiantv.cn/douyu1.php?id=7356023
宇哥电影,http://maomao.kandiantv.cn/douyu1.php?id=413573
冰冰经典电影,http://maomao.kandiantv.cn/douyu1.php?id=74374
避风港影院,http://maomao.kandiantv.cn/douyu1.php?id=9826611
恐怖经典,http://maomao.kandiantv.cn/douyu1.php?id=1165374
华语电影,http://maomao.kandiantv.cn/douyu1.php?id=3928
带你看大片,http://maomao.kandiantv.cn/douyu1.php?id=2758565
一起看恐怖片,http://maomao.kandiantv.cn/douyu1.php?id=9412287
平安夜快乐,http://maomao.kandiantv.cn/douyu1.php?id=6863367
片荒的日子,http://maomao.kandiantv.cn/douyu1.php?id=4258555
最新视频,http://maomao.kandiantv.cn/douyu1.php?id=1557505
大胡子魏,http://maomao.kandiantv.cn/douyu1.php?id=8792763
童年回忆,http://maomao.kandiantv.cn/douyu1.php?id=8915074
下饭神剧,http://maomao.kandiantv.cn/douyu1.php?id=276200
悬疑犯罪,http://maomao.kandiantv.cn/douyu1.php?id=9171887
不一样的电影,http://maomao.kandiantv.cn/douyu1.php?id=2632223
燕双鹰狄仁杰,http://maomao.kandiantv.cn/douyu1.php?id=3439096
科比、乔丹去,http://maomao.kandiantv.cn/douyu1.php?id=8434598
科幻影视解说,http://maomao.kandiantv.cn/douyu1.php?id=3508304
释压甩负,http://maomao.kandiantv.cn/douyu1.php?id=7971641
快乐一天,http://maomao.kandiantv.cn/douyu1.php?id=9236042
潘金莲武松,http://maomao.kandiantv.cn/douyu1.php?id=8986636
热血动漫,http://maomao.kandiantv.cn/douyu1.php?id=206858
凛冬之地,http://maomao.kandiantv.cn/douyu1.php?id=8945323
高分影视,http://maomao.kandiantv.cn/douyu1.php?id=1735337
看美剧,http://maomao.kandiantv.cn/douyu1.php?id=8869614
动漫直播,http://maomao.kandiantv.cn/douyu1.php?id=1487654

👦｜少儿动画,#genre#
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
辽宁教育青少,http://42.176.185.28:9901/tsfile/live/1008_1.m3u8
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
反转星球,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/3ccdecc7d6e341c1920ad4eac5d82f38/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
熊大过年,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/7ae265653fe149069c3b53e31caaf060/1200.m3u8
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
大头儿子-01,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/252a7fe7786645b084271751a3f75725/1200.m3u8
大头儿子-02,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8c6227ce3d1d4c9297d5cfd9a08a4fa9/1200.m3u8
大头儿子-03,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a86eb58a9e04c34a87f8c883932cfa2/1200.m3u8
大头儿子-04,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/46e4d00d85fe4287b54c8015de46e102/1200.m3u8

🚀｜好客山东,#genre#
济阳综合,rtmp://jsylivealone.iqilu.com/live/jiyang_tv01
济阳影视,rtmp://jsylivealone.iqilu.com/live/jiyang_tv02
龙口综合,rtmp://wslivealone.iqilu.com/longkou/longkou_tv01
龙口生活,rtmp://wslivealone.iqilu.com/longkou/longkou_tv02
长岛,rtmp://wslivealone.iqilu.com/changdao/changdao_tv01
青州综合,rtmp://sdqz.chinashadt.com:2036/live/stream:1.stream#http://sdqz.chinashadt.com:2036/live/stream:1.stream/playlist.m3u8
青州文化旅游,rtmp://sdqz.chinashadt.com:2036/live/stream:3.stream
沂南综合,rtmp://wslivealone.iqilu.com/yinan/yinan_tv01
沂南温泉旅游,rtmp://wslivealone.iqilu.com/yinan/yinan_tv02
烟台新闻综合,http://live.yantaitv.cn/live/3e81a8879da44c5dadf3bd9c10468e1c/9b776d420ee4438199b7657c8eb88f07-1.m3u8
烟台公共频道,http://live.yantaitv.cn/live/e50f104a4ffe4a41b2217cbda534146f/d86092e69df94668b33390278b061700-1.m3u8
烟台经济科技,http://live.yantaitv.cn/live/27f84144e95a4652ae9e5c211b2a6b55/405f3e33ba384aa0a16014d0becd1261-1.m3u8
烟台影视频道,http://live.yantaitv.cn/live/e9f1d9045d474c31884d13fa4ffbbd16/a4a9b3704d854756907845107cc56129-1.m3u8
菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
菏泽影视频道,http://live.hznet.tv:1935/live/live3/500K/tzwj_video.m3u8
枣庄新闻综合,http://stream.zztvzd.com/1/sd/live.m3u8
枣庄教育频道,http://stream.zztvzd.com/2/sd/live.m3u8
枣庄公共频道,http://stream.zztvzd.com/3/sd/live.m3u8
东营综合频道,http://stream.hhek.cn/xwzh/sd/live.m3u8
东营公共频道,http://stream.hhek.cn/ggpd/sd/live.m3u8
东营科教频道,http://stream.hhek.cn/dyjy/sd/live.m3u8
聊城新闻综合,http://m3u8.channellive.lcbtv.com/nmip-media/channellive/channel101173/playlist.m3u8
聊城公共,http://m3u8.channellive.lcbtv.com/nmip-media/channellive/channel101246/playlist.m3u8
青州文旅,http://sdqz.chinashadt.com:2036/live/stream:3.stream/playlist.m3u8

🦌｜中原河南,#genre#
河南都市,http://1.195.111.251:11190/tsfile/live/1000_1.m3u8?
河南民生,http://1.195.111.251:11190/tsfile/live/0003_1.m3u8?
焦作综合频道,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共频道,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
焦作教育频道,http://zhpull.dxhmt.cn/jiaozuo/9c10435ad24c409baee219ec289e17d0/playlist.m3u8
睛彩焦作频道,http://zhpull.dxhmt.cn/jiaozuo/c5eb91b47f0e42318f34fc0247c8acaa/playlist.m3u8
开封新闻综合,http://live.dxhmt.cn:9081/tv/10200-2.m3u8
开封公共频道,http://live.dxhmt.cn:9081/tv/10200-3.m3u8
济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
永城新闻,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
永城民生,http://tvpull.dxhmt.cn:9081/tv/11481-2.m3u8
永城卫建,http://tvpull.dxhmt.cn/tv/11481-3.m3u8
永城综合,http://tvpull.dxhmt.cn/tv/11481-4.m3u8
登封综合频道,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
巩义新闻综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
上街电视台,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
新密新闻频道,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
新郑综合频道,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
宝丰综合频道,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合频道,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山综合频道,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
汝州新闻频道,http://tvpull.dxhmt.cn:9081/tv/10482-1.m3u8
汝州科教频道,http://tvpull.dxhmt.cn:9081/tv/10482-2.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
栾川新闻频道,http://wshls.live.migucloud.com/live/LVVUJGFD_C0/playlist.m3u8
洛宁综合频道,http://wshls.live.migucloud.com/live/WJ1E4VDQ_C0/playlist.m3u8
孟津新闻频道,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
嵩县综合新闻,http://wshls.live.migucloud.com/live/MZCYG799_C0/playlist.m3u8
新安新闻综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
偃师新闻频道,http://wshls.live.migucloud.com/live/K7AFC7J6_C0/playlist.m3u8
宜阳综合频道,http://live.dxhmt.cn:9081/tv/10327-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
邓州新闻,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
内乡综合,http://tvpull.dxhmt.cn:9081/tv/11325-1.m3u8
社旗综合,http://tvpull.dxhmt.cn:9081/tv/11327-1.m3u8
桐柏新闻综合,http://tvpull.dxhmt.cn:9081/tv/11330-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
淅川综合,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
